unique_id,state
1047,estado_1
1048,estado_1
1049,estado_1
1050,estado_1
1051,estado_1
1052,estado_1
1053,estado_1
1054,estado_1
1055,estado_1
1056,estado_1
1057,estado_1
1058,estado_1
1059,estado_1
1060,estado_1
1061,estado_1
1062,estado_1
1063,estado_1
1064,estado_1
1065,estado_1
1066,estado_1
1067,estado_1
1068,estado_1
1069,estado_1
1070,estado_1
1071,estado_1
1072,estado_1
1073,estado_1
1074,estado_1
1075,estado_1
1076,estado_1
1077,estado_1
1078,estado_1
1079,estado_1
1080,estado_1
1081,estado_1
1082,estado_1
1083,estado_1
1084,estado_1
1085,estado_1
1086,estado_1
1087,estado_1
1088,estado_1
1089,estado_1
1090,estado_1
1091,estado_1
1092,estado_1
1093,estado_1
1094,estado_1
1095,estado_1
1096,estado_1
1097,estado_1
1098,estado_1
1099,estado_1
1100,estado_1
1101,estado_1
1102,estado_1
1103,estado_1
1104,estado_1
1105,estado_1
1106,estado_1
1107,estado_1
1108,estado_1
1109,estado_1
1110,estado_1
1111,estado_1
1112,estado_1
1113,estado_1
1114,estado_1
1115,estado_1
1116,estado_1
1117,estado_1
1118,estado_1
1119,estado_1
1120,estado_1
1121,estado_1
1122,estado_1
1123,estado_1
1124,estado_1
1125,estado_1
1126,estado_1
1127,estado_1
1128,estado_1
1129,estado_1
1130,estado_1
1131,estado_1
1132,estado_1
1133,estado_1
1134,estado_1
1135,estado_1
1136,estado_1
1137,estado_1
1138,estado_1
1139,estado_1
1140,estado_1
1141,estado_1
1142,estado_1
1143,estado_1
1144,estado_1
1145,estado_1
1146,estado_1
1147,estado_1
1148,estado_1
1149,estado_1
1150,estado_1
1151,estado_1
1152,estado_1
1153,estado_1
1154,estado_1
1155,estado_1
1156,estado_1
1157,estado_1
1158,estado_1
1159,estado_1
1160,estado_1
1161,estado_1
1162,estado_1
1163,estado_1
1164,estado_1
1165,estado_1
1166,estado_1
1167,estado_1
1168,estado_1
1169,estado_1
1170,estado_1
1171,estado_1
1172,estado_1
1173,estado_1
1174,estado_1
1175,estado_1
1176,estado_1
1177,estado_1
1178,estado_1
1179,estado_1
1180,estado_1
1181,estado_1
1182,estado_1
1183,estado_1
1184,estado_1
1185,estado_1
1186,estado_1
1187,estado_1
1188,estado_1
1189,estado_1
1190,estado_1
1191,estado_1
1192,estado_1
1193,estado_1
1194,estado_1
1195,estado_1
1196,estado_1
1197,estado_1
1198,estado_1
1199,estado_1
1200,estado_1
1201,estado_1
1202,estado_1
1203,estado_1
1204,estado_1
1205,estado_1
1206,estado_1
1207,estado_1
1208,estado_1
1209,estado_1
1210,estado_1
1211,estado_1
1212,estado_1
1213,estado_1
1214,estado_1
1215,estado_1
1216,estado_1
1217,estado_1
1218,estado_1
1219,estado_1
1220,estado_1
1221,estado_1
1222,estado_1
1223,estado_1
1224,estado_1
1225,estado_1
1226,estado_1
1227,estado_1
1228,estado_1
1229,estado_1
1230,estado_1
1231,estado_1
1232,estado_1
1233,estado_1
1234,estado_1
1235,estado_1
1236,estado_1
1237,estado_1
1238,estado_1
1239,estado_1
1240,estado_1
1241,estado_1
1242,estado_1
1243,estado_1
1244,estado_1
1245,estado_1
1246,estado_1
1247,estado_1
1248,estado_1
1249,estado_1
1250,estado_1
1251,estado_1
1252,estado_1
1253,estado_1
1254,estado_1
1255,estado_1
1256,estado_1
1257,estado_1
1258,estado_1
1259,estado_1
1260,estado_1
1261,estado_1
1262,estado_1
1263,estado_1
1264,estado_1
1265,estado_1
1266,estado_1
1267,estado_1
1268,estado_1
1269,estado_1
1270,estado_1
1271,estado_1
1272,estado_1
1273,estado_1
1274,estado_1
1275,estado_1
1276,estado_1
1277,estado_1
1278,estado_1
1279,estado_1
1280,estado_1
1281,estado_1
1282,estado_1
1283,estado_1
1284,estado_1
1285,estado_1
1286,estado_1
1287,estado_1
1288,estado_1
1289,estado_1
1290,estado_1
1291,estado_1
1292,estado_1
1293,estado_1
1294,estado_1
1295,estado_1
1296,estado_1
1297,estado_1
1298,estado_1
1299,estado_1
1300,estado_1
1301,estado_1
1302,estado_1
1303,estado_1
1304,estado_1
1305,estado_1
1306,estado_1
1307,estado_1
1308,estado_1
1309,estado_1
1310,estado_1
1311,estado_1
1312,estado_1
1313,estado_1
1314,estado_1
1315,estado_1
1316,estado_1
1317,estado_1
1318,estado_1
1319,estado_1
1320,estado_1
1321,estado_1
1322,estado_1
1323,estado_1
1324,estado_1
1325,estado_1
1326,estado_1
1327,estado_1
1328,estado_1
1329,estado_1
1330,estado_1
1331,estado_1
1332,estado_1
1333,estado_1
1334,estado_1
1335,estado_1
1336,estado_1
1337,estado_1
1338,estado_1
1339,estado_1
1340,estado_1
1341,estado_1
1342,estado_1
1343,estado_1
1344,estado_1
1345,estado_1
1346,estado_1
1347,estado_1
1348,estado_1
1349,estado_1
1350,estado_1
1351,estado_1
1352,estado_1
1353,estado_1
1354,estado_1
1355,estado_1
1356,estado_1
1357,estado_1
1358,estado_1
1359,estado_1
1360,estado_1
1361,estado_1
1362,estado_1
1363,estado_1
1364,estado_1
1365,estado_1
1366,estado_1
1367,estado_1
1368,estado_1
1369,estado_1
1370,estado_1
1371,estado_1
1372,estado_1
1373,estado_1
1374,estado_1
1375,estado_1
1376,estado_1
1377,estado_1
1378,estado_1
1379,estado_1
1380,estado_1
1381,estado_1
1382,estado_1
1383,estado_1
1384,estado_1
1385,estado_1
1386,estado_1
1387,estado_1
1388,estado_1
1389,estado_1
1390,estado_1
1391,estado_1
1392,estado_1
1393,estado_1
1394,estado_1
1395,estado_1
1396,estado_1
1397,estado_1
1398,estado_1
1399,estado_1
1400,estado_1
1401,estado_1
1402,estado_1
1403,estado_1
1404,estado_1
1405,estado_1
1406,estado_1
1407,estado_1
1408,estado_1
1409,estado_1
1410,estado_1
1411,estado_1
1412,estado_1
1413,estado_1
1414,estado_1
1415,estado_1
1416,estado_1
1417,estado_1
1418,estado_1
1419,estado_1
1420,estado_1
1421,estado_1
1422,estado_1
1423,estado_1
1424,estado_1
1425,estado_1
1426,estado_1
1427,estado_1
1428,estado_1
1429,estado_1
1430,estado_1
1431,estado_1
1432,estado_1
1433,estado_1
1434,estado_1
1435,estado_1
1436,estado_1
1437,estado_1
1438,estado_1
1439,estado_1
1440,estado_1
1441,estado_1
1442,estado_1
1443,estado_1
1444,estado_1
1445,estado_1
1446,estado_1
1447,estado_1
1448,estado_1
1449,estado_1
1450,estado_1
1451,estado_1
1452,estado_1
1453,estado_1
1454,estado_1
1455,estado_1
1456,estado_1
1457,estado_1
1458,estado_1
1459,estado_1
1460,estado_1
1461,estado_1
1462,estado_1
1463,estado_1
1464,estado_1
1465,estado_1
1466,estado_1
1467,estado_1
1468,estado_1
1469,estado_1
1470,estado_1
1471,estado_1
1472,estado_1
1473,estado_1
1474,estado_1
1475,estado_1
1476,estado_1
1477,estado_1
1478,estado_1
1479,estado_1
1480,estado_1
1481,estado_1
1482,estado_1
1483,estado_1
1484,estado_1
1485,estado_1
1486,estado_1
1487,estado_1
1488,estado_1
1489,estado_1
1490,estado_1
1491,estado_1
1492,estado_1
1493,estado_1
1494,estado_1
1495,estado_1
1496,estado_1
1497,estado_1
1498,estado_1
1499,estado_1
1500,estado_1
1501,estado_1
1502,estado_1
1503,estado_1
1504,estado_1
1505,estado_1
1506,estado_1
1507,estado_1
1508,estado_1
1509,estado_1
1510,estado_1
1511,estado_1
1512,estado_1
1513,estado_1
1514,estado_1
1515,estado_1
1516,estado_1
1517,estado_1
1518,estado_1
1519,estado_1
1520,estado_1
1521,estado_1
1522,estado_1
1523,estado_1
1524,estado_1
1525,estado_1
1526,estado_1
1527,estado_1
1528,estado_1
1529,estado_1
1530,estado_1
1531,estado_1
1532,estado_1
1533,estado_1
1534,estado_1
1535,estado_1
1536,estado_1
1537,estado_1
1538,estado_1
1539,estado_1
1540,estado_1
1541,estado_1
1542,estado_1
1543,estado_1
1544,estado_1
1545,estado_1
1546,estado_1
1547,estado_1
1548,estado_1
1549,estado_1
1550,estado_1
1551,estado_1
1552,estado_1
1553,estado_1
1554,estado_1
1555,estado_1
1556,estado_1
1557,estado_1
1558,estado_1
1559,estado_1
1560,estado_1
1561,estado_1
1562,estado_1
1563,estado_1
1564,estado_1
1565,estado_1
1566,estado_1
1567,estado_1
1568,estado_1
1569,estado_1
1570,estado_1
1571,estado_1
1572,estado_1
1573,estado_1
1574,estado_1
1575,estado_1
1576,estado_1
1577,estado_1
1578,estado_1
1579,estado_1
1580,estado_1
1581,estado_1
1582,estado_1
1583,estado_1
1584,estado_1
1585,estado_1
1586,estado_1
1587,estado_1
1588,estado_1
1589,estado_1
1590,estado_1
1591,estado_1
1592,estado_1
1593,estado_1
1594,estado_1
1595,estado_1
1596,estado_1
1597,estado_1
1598,estado_1
1599,estado_1
1600,estado_1
1601,estado_1
1602,estado_1
1603,estado_1
1604,estado_1
1605,estado_1
1606,estado_1
1607,estado_1
1608,estado_1
1609,estado_1
1610,estado_1
1611,estado_1
1612,estado_1
1613,estado_1
1614,estado_1
1615,estado_1
1616,estado_1
1617,estado_1
1618,estado_1
1619,estado_1
1620,estado_1
1621,estado_1
1622,estado_1
1623,estado_1
1624,estado_1
1625,estado_1
1626,estado_1
1627,estado_1
1628,estado_1
1629,estado_1
1630,estado_1
1631,estado_1
1632,estado_1
1633,estado_1
1634,estado_1
1635,estado_1
1636,estado_1
1637,estado_1
1638,estado_1
1639,estado_1
1640,estado_1
1641,estado_1
1642,estado_1
1643,estado_1
1644,estado_1
1645,estado_1
1646,estado_1
1647,estado_1
1648,estado_1
1649,estado_1
1650,estado_1
1651,estado_1
1652,estado_1
1653,estado_1
1654,estado_1
1655,estado_1
1656,estado_1
1657,estado_1
1658,estado_1
1659,estado_1
1660,estado_1
1661,estado_1
1662,estado_1
1663,estado_1
1664,estado_1
1665,estado_1
1666,estado_1
1667,estado_1
1668,estado_1
1669,estado_1
1670,estado_1
1671,estado_1
1672,estado_1
1673,estado_1
1674,estado_1
1675,estado_1
1676,estado_1
1677,estado_1
1678,estado_1
1679,estado_1
1680,estado_1
1681,estado_1
1682,estado_1
1683,estado_1
1684,estado_1
1685,estado_1
1686,estado_1
1687,estado_1
1688,estado_1
1689,estado_1
1690,estado_1
1691,estado_1
1692,estado_1
1693,estado_1
1694,estado_1
1695,estado_1
1696,estado_1
1697,estado_1
1698,estado_1
1699,estado_1
1700,estado_1
1701,estado_1
1702,estado_1
1703,estado_1
1704,estado_1
1705,estado_1
1706,estado_1
1707,estado_1
1708,estado_1
1709,estado_1
1710,estado_1
1711,estado_1
1712,estado_1
1713,estado_1
1714,estado_1
1715,estado_1
1716,estado_1
1717,estado_1
1718,estado_1
1719,estado_1
1720,estado_1
1721,estado_1
1722,estado_1
1723,estado_1
1724,estado_1
1725,estado_1
1726,estado_1
1727,estado_1
1728,estado_1
1729,estado_1
1730,estado_1
1731,estado_1
1732,estado_1
1733,estado_1
1734,estado_1
1735,estado_1
1736,estado_1
1737,estado_1
1738,estado_1
1739,estado_1
1740,estado_1
1741,estado_1
1742,estado_1
1743,estado_1
1744,estado_1
1745,estado_1
1746,estado_1
1747,estado_1
1748,estado_1
1749,estado_1
1750,estado_1
1751,estado_1
1752,estado_1
1753,estado_1
1754,estado_1
1755,estado_1
1756,estado_1
1757,estado_1
1758,estado_1
1759,estado_1
1760,estado_1
1761,estado_1
1762,estado_1
1763,estado_1
1764,estado_1
1765,estado_1
1766,estado_1
1767,estado_1
1768,estado_1
1769,estado_1
1770,estado_1
1771,estado_1
1772,estado_1
1773,estado_1
1774,estado_1
1775,estado_1
1776,estado_1
1777,estado_1
1778,estado_1
1779,estado_1
1780,estado_1
1781,estado_1
1782,estado_1
1783,estado_1
1784,estado_1
1785,estado_1
1786,estado_1
1787,estado_1
1788,estado_1
1789,estado_1
1790,estado_1
1791,estado_1
1792,estado_1
1793,estado_1
1794,estado_1
1795,estado_1
1796,estado_1
1797,estado_1
1798,estado_1
1799,estado_1
1800,estado_1
1801,estado_1
1802,estado_1
1803,estado_1
1804,estado_1
1805,estado_1
1806,estado_1
1807,estado_1
1808,estado_1
1809,estado_1
1810,estado_1
1811,estado_1
1812,estado_1
1813,estado_1
1814,estado_1
1815,estado_1
1816,estado_1
1817,estado_1
1818,estado_1
1819,estado_1
1820,estado_1
1821,estado_1
1822,estado_1
1823,estado_1
1824,estado_1
1825,estado_1
1826,estado_1
1827,estado_1
1828,estado_1
1829,estado_1
1830,estado_1
1831,estado_1
1832,estado_1
1833,estado_1
1834,estado_1
1835,estado_1
1836,estado_1
1837,estado_1
1838,estado_1
1839,estado_1
1840,estado_1
1841,estado_1
1842,estado_1
1843,estado_1
1844,estado_1
1845,estado_1
1846,estado_1
1847,estado_1
1848,estado_1
1849,estado_1
1850,estado_1
1851,estado_1
1852,estado_1
1853,estado_1
1854,estado_1
1855,estado_1
1856,estado_1
1857,estado_1
1858,estado_1
1859,estado_1
1860,estado_1
1861,estado_1
1862,estado_1
1863,estado_1
1864,estado_1
1865,estado_1
1866,estado_1
1867,estado_1
1868,estado_1
1869,estado_1
1870,estado_1
1871,estado_1
1872,estado_1
1873,estado_1
1874,estado_1
1875,estado_1
1876,estado_1
1877,estado_1
1878,estado_1
1879,estado_1
1880,estado_1
1881,estado_1
1882,estado_1
1883,estado_1
1884,estado_1
1885,estado_1
1886,estado_1
1887,estado_1
1888,estado_1
1889,estado_1
1890,estado_1
1891,estado_1
1892,estado_1
1893,estado_1
1894,estado_1
1895,estado_1
1896,estado_1
1897,estado_1
1898,estado_1
1899,estado_1
1900,estado_1
1901,estado_1
1902,estado_1
1903,estado_1
1904,estado_1
1905,estado_1
1906,estado_1
1907,estado_1
1908,estado_1
1909,estado_1
1910,estado_1
1911,estado_1
1912,estado_1
1913,estado_1
1914,estado_1
1915,estado_1
1916,estado_1
1917,estado_1
1918,estado_1
1919,estado_1
1920,estado_1
1921,estado_1
1922,estado_1
1923,estado_1
1924,estado_1
1925,estado_1
1926,estado_1
1927,estado_1
1928,estado_1
1929,estado_1
1930,estado_1
1931,estado_1
1932,estado_1
1933,estado_1
1934,estado_1
1935,estado_1
1936,estado_1
1937,estado_1
1938,estado_1
1939,estado_1
1940,estado_1
1941,estado_1
1942,estado_1
1943,estado_1
1944,estado_1
1945,estado_1
1946,estado_1
1947,estado_1
1948,estado_1
1949,estado_1
1950,estado_1
1951,estado_1
1952,estado_1
1953,estado_1
1954,estado_1
1955,estado_1
1956,estado_1
1957,estado_1
1958,estado_1
1959,estado_1
1960,estado_1
1961,estado_1
1962,estado_1
1963,estado_1
1964,estado_1
1965,estado_1
1966,estado_1
1967,estado_1
1968,estado_1
1969,estado_1
1970,estado_1
1971,estado_1
1972,estado_1
1973,estado_1
1974,estado_1
1975,estado_1
1976,estado_1
1977,estado_1
1978,estado_1
1979,estado_1
1980,estado_1
1981,estado_1
1982,estado_1
1983,estado_1
1984,estado_1
1985,estado_1
1986,estado_1
1987,estado_1
1988,estado_1
1989,estado_1
1990,estado_1
1991,estado_1
1992,estado_1
1993,estado_1
1994,estado_1
1995,estado_1
1996,estado_1
1997,estado_1
1998,estado_1
1999,estado_1
2000,estado_1
2001,estado_1
2002,estado_1
2003,estado_1
2004,estado_1
2005,estado_1
2006,estado_1
2007,estado_1
2008,estado_1
2009,estado_1
2010,estado_1
2011,estado_1
2012,estado_1
2013,estado_1
2014,estado_1
2015,estado_1
2016,estado_1
2017,estado_1
2018,estado_1
2019,estado_1
2020,estado_1
2021,estado_1
2022,estado_1
2023,estado_1
2024,estado_1
2025,estado_1
2026,estado_1
2027,estado_1
2028,estado_1
2029,estado_1
2030,estado_1
2031,estado_1
2032,estado_1
2033,estado_1
2034,estado_1
2035,estado_1
2036,estado_1
2037,estado_1
2038,estado_1
2039,estado_1
2040,estado_1
2041,estado_1
2042,estado_1
2043,estado_1
2044,estado_1
2045,estado_1
2046,estado_1
2047,estado_1
2048,estado_1
2049,estado_1
2050,estado_1
2051,estado_1
2052,estado_1
2053,estado_1
2054,estado_1
2055,estado_1
2056,estado_1
2057,estado_1
2058,estado_1
2059,estado_1
2060,estado_1
2061,estado_1
2062,estado_1
2063,estado_1
2064,estado_1
2065,estado_1
2066,estado_1
2067,estado_1
2068,estado_1
2069,estado_1
2070,estado_1
2071,estado_1
2072,estado_1
2073,estado_1
2074,estado_1
2075,estado_1
2076,estado_1
2077,estado_1
2078,estado_1
2079,estado_1
2080,estado_1
2081,estado_1
2082,estado_1
2083,estado_1
2084,estado_1
2085,estado_1
2086,estado_1
2087,estado_1
2088,estado_1
2089,estado_1
2090,estado_1
2091,estado_1
2092,estado_1
2093,estado_1
2094,estado_1
2095,estado_1
2096,estado_1
2097,estado_1
2098,estado_1
2099,estado_1
2100,estado_1
2101,estado_1
2102,estado_1
2103,estado_1
2104,estado_1
2105,estado_1
2106,estado_1
2107,estado_1
2108,estado_1
2109,estado_1
2110,estado_1
2111,estado_1
2112,estado_1
2113,estado_1
2114,estado_1
2115,estado_1
2116,estado_1
2117,estado_1
2118,estado_1
2119,estado_1
2120,estado_1
2121,estado_1
2122,estado_1
2123,estado_1
2124,estado_1
2125,estado_1
2126,estado_1
2127,estado_1
2128,estado_1
2129,estado_1
2130,estado_1
2131,estado_1
2132,estado_1
2133,estado_1
2134,estado_1
2135,estado_1
2136,estado_1
2137,estado_1
2138,estado_1
2139,estado_1
2140,estado_1
2141,estado_1
2142,estado_1
2143,estado_1
2144,estado_1
2145,estado_1
2146,estado_1
2147,estado_1
2148,estado_1
2149,estado_1
2150,estado_1
2151,estado_1
2152,estado_1
2153,estado_1
2154,estado_1
2155,estado_1
2156,estado_1
2157,estado_1
2158,estado_1
2159,estado_1
2160,estado_1
2161,estado_1
2162,estado_1
2163,estado_1
2164,estado_1
2165,estado_1
2166,estado_1
2167,estado_1
2168,estado_1
2169,estado_1
2170,estado_1
2171,estado_1
2172,estado_1
2173,estado_1
2174,estado_1
2175,estado_1
2176,estado_1
2177,estado_1
2178,estado_1
2179,estado_1
2180,estado_1
2181,estado_1
2182,estado_1
2183,estado_1
2184,estado_1
2185,estado_1
2186,estado_1
2187,estado_1
2188,estado_1
2189,estado_1
2190,estado_1
2191,estado_1
2192,estado_1
2193,estado_1
2194,estado_1
2195,estado_1
2196,estado_1
2197,estado_1
2198,estado_1
2199,estado_1
2200,estado_1
2201,estado_1
2202,estado_1
2203,estado_1
2204,estado_1
2205,estado_1
2206,estado_1
2207,estado_1
2208,estado_1
2209,estado_1
2210,estado_1
2211,estado_1
2212,estado_1
2213,estado_1
2214,estado_1
2215,estado_1
2216,estado_1
2217,estado_1
2218,estado_1
2219,estado_1
2220,estado_1
2221,estado_1
2222,estado_1
2223,estado_1
2224,estado_1
2225,estado_1
2226,estado_1
2227,estado_1
2228,estado_1
2229,estado_1
2230,estado_1
2231,estado_1
2232,estado_1
2233,estado_1
2234,estado_1
2235,estado_1
2236,estado_1
2237,estado_1
2238,estado_1
2239,estado_1
2240,estado_1
2241,estado_1
2242,estado_1
2243,estado_1
2244,estado_1
2245,estado_1
2246,estado_1
2247,estado_1
2248,estado_1
2249,estado_1
2250,estado_1
2251,estado_1
2252,estado_1
2253,estado_1
2254,estado_1
2255,estado_1
2256,estado_1
2257,estado_1
2258,estado_1
2259,estado_1
2260,estado_1
2261,estado_1
2262,estado_1
2263,estado_1
2264,estado_1
2265,estado_1
2266,estado_1
2267,estado_1
2268,estado_1
2269,estado_1
2270,estado_1
2271,estado_1
2272,estado_1
2273,estado_1
2274,estado_1
2275,estado_1
2276,estado_1
2277,estado_1
2278,estado_1
2279,estado_1
2280,estado_1
2281,estado_1
2282,estado_1
2283,estado_1
2284,estado_1
2285,estado_1
2286,estado_1
2287,estado_1
2288,estado_1
2289,estado_1
2290,estado_1
2291,estado_1
2292,estado_1
2293,estado_1
2294,estado_1
2295,estado_1
2296,estado_1
2297,estado_1
2298,estado_1
2299,estado_1
2300,estado_1
2301,estado_1
2302,estado_1
2303,estado_1
2304,estado_1
2305,estado_1
2306,estado_1
2307,estado_1
2308,estado_1
2309,estado_1
2310,estado_1
2311,estado_1
2312,estado_1
2313,estado_1
2314,estado_1
2315,estado_1
2316,estado_1
2317,estado_1
2318,estado_1
2319,estado_1
2320,estado_1
2321,estado_1
2322,estado_1
2323,estado_1
2324,estado_1
2325,estado_1
2326,estado_1
2327,estado_1
2328,estado_1
2329,estado_1
2330,estado_1
